Id,Nombre,Descripcion,Activo,FechaAlta,UsuarioAltaId
670,Civil,Disputas entre consumidores y proveedores.,True,2025-12-28 12:35:17,762.0
671,Familiar,Conflictos relacionados con el trabajo y empleos.,False,2025-10-27 22:22:18,824.0
672,Consumidor,Conflictos con entidades administrativas.,False,2026-03-15 14:08:21,600.0
673,Civil,Disputas entre consumidores y proveedores.,False,2025-07-23 06:56:45,697.0
674,Penal,Disputas entre consumidores y proveedores.,False,2025-07-30 01:05:51,380.0
675,Civil,Litigios civiles generales.,True,2025-07-17 06:46:17,408.0
676,Familiar,Asuntos penales y delitos.,False,2025-09-21 20:25:56,220.0
677,Administrativo,Conflictos relacionados con el trabajo y empleos.,True,2026-02-15 05:56:02,824.0
678,Comercial,Problemas ambientales y ecológicos.,True,2025-07-05 05:30:58,270.0
679,Administrativo,Disputas entre miembros de la familia.,False,2025-07-01 16:49:38,954.0
680,Civil,Conflictos relacionados con el trabajo y empleos.,True,2026-02-07 22:04:34,11.0
681,Civil,Asuntos penales y delitos.,True,2026-04-20 23:03:29,716.0
682,Comercial,Conflictos relacionados con el trabajo y empleos.,True,2025-11-05 10:55:02,1000.0
683,Familiar,Litigios civiles generales.,True,2025-10-16 06:53:37,416.0
684,Laboral,Disputas entre miembros de la familia.,False,2026-03-23 01:17:16,850.0
685,Administrativo,Litigios civiles generales.,False,2026-01-12 23:23:33,953.0
686,Laboral,Litigios civiles generales.,True,2026-02-08 05:03:56,573.0
687,Civil,Conflictos con entidades administrativas.,False,2026-03-10 02:19:06,551.0
688,Ambiental,Disputas entre consumidores y proveedores.,False,2025-07-24 02:46:47,776.0
689,Ambiental,Problemas ambientales y ecológicos.,True,2025-07-12 18:05:55,265.0
690,Consumidor,Asuntos penales y delitos.,False,2025-05-26 20:21:11,324.0
691,Administrativo,Conflictos relacionados con el trabajo y empleos.,False,2025-05-15 10:20:44,96.0
692,Administrativo,Disputas entre miembros de la familia.,True,2025-07-29 13:05:42,363.0
693,Civil,Problemas en transacciones comerciales.,True,2025-05-24 12:04:15,205.0
694,Penal,Litigios civiles generales.,False,2026-01-23 11:23:09,256.0
695,Comercial,Disputas entre miembros de la familia.,True,2026-03-08 15:52:20,505.0
696,Laboral,Problemas ambientales y ecológicos.,False,2025-10-29 23:15:31,920.0
697,Ambiental,Problemas en transacciones comerciales.,True,2025-08-20 10:10:48,769.0
698,Laboral,Disputas entre consumidores y proveedores.,False,2025-09-06 01:33:30,356.0
699,Comercial,Problemas ambientales y ecológicos.,True,2026-03-07 20:02:33,324.0
700,Laboral,Asuntos penales y delitos.,False,2025-10-26 00:29:42,371.0
701,Comercial,Litigios civiles generales.,False,2026-01-07 10:05:23,352.0
702,Comercial,Problemas ambientales y ecológicos.,False,2025-10-03 12:09:18,771.0
703,Administrativo,Disputas entre consumidores y proveedores.,True,2025-12-16 04:24:26,135.0
704,Familiar,Litigios civiles generales.,True,2026-01-08 01:08:08,391.0
705,Comercial,Problemas en transacciones comerciales.,True,2025-09-08 18:24:36,512.0
706,Administrativo,Problemas ambientales y ecológicos.,True,2025-12-06 10:00:08,582.0
707,Consumidor,Disputas entre miembros de la familia.,False,2025-05-20 13:32:49,834.0
708,Ambiental,Disputas entre miembros de la familia.,False,2025-09-19 19:14:46,370.0
709,Civil,Conflictos con entidades administrativas.,True,2026-04-28 05:28:40,889.0
710,Comercial,Litigios civiles generales.,False,2025-11-08 07:52:30,500.0
711,Familiar,Disputas entre consumidores y proveedores.,True,2025-06-28 09:06:22,980.0
712,Comercial,Conflictos con entidades administrativas.,True,2025-10-04 21:56:26,415.0
713,Familiar,Problemas en transacciones comerciales.,False,2025-11-14 11:15:42,669.0
714,Civil,Disputas entre consumidores y proveedores.,False,2025-12-21 03:46:07,962.0
715,Ambiental,Disputas entre consumidores y proveedores.,True,2026-02-12 12:42:01,129.0
716,Civil,Disputas entre miembros de la familia.,True,2026-01-21 13:10:56,98.0
717,Ambiental,Conflictos relacionados con el trabajo y empleos.,True,2026-04-25 06:02:14,86.0
718,Civil,Problemas en transacciones comerciales.,False,2026-03-25 21:36:06,400.0
719,Penal,Asuntos penales y delitos.,True,2025-12-14 03:55:54,135.0
720,Laboral,Conflictos relacionados con el trabajo y empleos.,False,2025-06-03 06:40:04,334.0
721,Ambiental,Litigios civiles generales.,True,2025-08-01 04:27:18,553.0
722,Ambiental,Disputas entre consumidores y proveedores.,False,2025-08-12 21:55:28,318.0
723,Ambiental,Asuntos penales y delitos.,False,2026-03-24 04:16:39,423.0
724,Comercial,Litigios civiles generales.,True,2026-05-03 18:02:10,777.0
725,Administrativo,Litigios civiles generales.,False,2025-09-10 01:35:18,945.0
726,Ambiental,Litigios civiles generales.,True,2026-05-04 04:44:44,612.0
727,Laboral,Conflictos con entidades administrativas.,False,2026-02-01 04:39:27,448.0
728,Penal,Problemas en transacciones comerciales.,False,2025-06-12 05:42:38,226.0
729,Familiar,Disputas entre consumidores y proveedores.,False,2025-06-22 11:02:14,820.0
730,Civil,Litigios civiles generales.,True,2025-10-09 11:41:58,187.0
731,Civil,Disputas entre miembros de la familia.,False,2025-06-16 03:56:34,279.0
732,Penal,Conflictos con entidades administrativas.,True,2026-04-29 14:32:28,23.0
733,Familiar,Litigios civiles generales.,True,2025-12-22 13:50:34,745.0
734,Penal,Disputas entre miembros de la familia.,False,2026-02-20 18:04:49,351.0
735,Civil,Problemas ambientales y ecológicos.,False,2025-10-30 03:51:12,33.0
736,Familiar,Problemas en transacciones comerciales.,False,2026-04-10 09:46:37,74.0
737,Comercial,Asuntos penales y delitos.,True,2025-12-31 05:43:02,125.0
738,Consumidor,Problemas ambientales y ecológicos.,True,2026-01-01 19:33:50,472.0
739,Penal,Problemas ambientales y ecológicos.,True,2025-10-20 21:16:03,331.0
740,Laboral,Disputas entre miembros de la familia.,False,2025-12-30 02:55:43,204.0
741,Laboral,Asuntos penales y delitos.,True,2026-03-12 10:55:35,333.0
742,Comercial,Litigios civiles generales.,True,2025-07-13 15:10:12,249.0
743,Laboral,Problemas ambientales y ecológicos.,True,2025-05-20 23:26:39,790.0
744,Penal,Problemas en transacciones comerciales.,True,2025-08-26 15:52:23,347.0
745,Laboral,Conflictos con entidades administrativas.,True,2025-06-12 13:51:28,811.0
746,Comercial,Problemas ambientales y ecológicos.,False,2026-01-09 08:00:12,661.0
747,Ambiental,Asuntos penales y delitos.,True,2026-04-27 20:11:40,742.0
748,Civil,Conflictos relacionados con el trabajo y empleos.,False,2025-09-01 20:07:27,302.0
749,Penal,Problemas en transacciones comerciales.,False,2025-08-03 07:15:16,480.0
750,Comercial,Disputas entre miembros de la familia.,False,2025-08-10 14:07:44,840.0
751,Administrativo,Problemas ambientales y ecológicos.,True,2026-05-07 22:03:38,752.0
752,Laboral,Conflictos con entidades administrativas.,False,2025-06-25 11:15:16,65.0
753,Penal,Problemas ambientales y ecológicos.,False,2025-07-30 13:56:44,331.0
754,Administrativo,Disputas entre miembros de la familia.,True,2026-03-20 01:53:58,45.0
755,Comercial,Conflictos relacionados con el trabajo y empleos.,True,2026-01-25 15:04:50,102.0
756,Consumidor,Problemas ambientales y ecológicos.,True,2025-08-11 22:51:25,263.0
757,Administrativo,Asuntos penales y delitos.,True,2025-07-01 20:32:02,953.0
758,Ambiental,Disputas entre miembros de la familia.,False,2025-09-10 22:32:39,572.0
759,Administrativo,Conflictos relacionados con el trabajo y empleos.,True,2025-06-27 10:03:00,752.0
760,Civil,Disputas entre miembros de la familia.,True,2026-01-18 02:29:56,743.0
761,Consumidor,Asuntos penales y delitos.,True,2026-01-30 01:53:47,584.0
762,Consumidor,Disputas entre miembros de la familia.,False,2025-06-16 00:13:19,470.0
763,Familiar,Problemas en transacciones comerciales.,True,2026-02-05 01:10:30,346.0
764,Ambiental,Conflictos con entidades administrativas.,False,2025-11-28 01:15:08,381.0
765,Consumidor,Conflictos con entidades administrativas.,False,2025-07-01 10:59:28,220.0
766,Civil,Conflictos con entidades administrativas.,True,2025-09-19 04:11:02,744.0
767,Civil,Conflictos relacionados con el trabajo y empleos.,False,2025-08-16 13:39:43,7.0
768,Penal,Asuntos penales y delitos.,False,2025-11-28 17:46:10,966.0
769,Comercial,Disputas entre miembros de la familia.,False,2026-04-19 04:13:53,142.0
770,Administrativo,Asuntos penales y delitos.,False,2026-01-09 09:44:43,95.0
771,Penal,Disputas entre miembros de la familia.,True,2025-11-23 03:24:31,846.0
772,Civil,Conflictos relacionados con el trabajo y empleos.,False,2025-07-17 06:30:13,58.0
773,Administrativo,Disputas entre consumidores y proveedores.,True,2025-10-07 14:40:13,233.0
774,Consumidor,Conflictos relacionados con el trabajo y empleos.,True,2025-12-03 02:33:42,553.0
775,Administrativo,Asuntos penales y delitos.,False,2026-02-19 16:52:16,403.0
776,Familiar,Asuntos penales y delitos.,True,2025-09-29 08:45:37,152.0
777,Administrativo,Disputas entre miembros de la familia.,False,2025-09-06 23:48:59,562.0
778,Civil,Disputas entre miembros de la familia.,True,2025-10-16 02:08:13,715.0
779,Comercial,Problemas ambientales y ecológicos.,True,2025-07-26 12:04:37,668.0
780,Penal,Asuntos penales y delitos.,True,2026-04-02 09:46:35,332.0
781,Familiar,Disputas entre consumidores y proveedores.,False,2025-10-04 07:13:50,329.0
782,Laboral,Litigios civiles generales.,False,2026-02-11 06:56:10,823.0
783,Comercial,Problemas ambientales y ecológicos.,True,2026-04-16 11:23:19,383.0
784,Familiar,Disputas entre miembros de la familia.,False,2026-04-11 10:56:03,152.0
785,Laboral,Conflictos con entidades administrativas.,True,2025-05-18 15:16:34,483.0
786,Administrativo,Asuntos penales y delitos.,False,2025-08-06 12:22:28,536.0
787,Ambiental,Problemas en transacciones comerciales.,True,2025-05-17 19:54:01,386.0
788,Civil,Problemas en transacciones comerciales.,False,2026-04-08 09:23:12,714.0
789,Laboral,Problemas ambientales y ecológicos.,False,2025-06-07 18:31:38,677.0
790,Administrativo,Disputas entre miembros de la familia.,False,2026-04-29 08:40:06,665.0
791,Penal,Disputas entre consumidores y proveedores.,False,2025-08-20 20:29:05,324.0
792,Familiar,Problemas en transacciones comerciales.,True,2026-01-27 02:06:27,949.0
793,Laboral,Asuntos penales y delitos.,True,2025-08-10 09:14:31,403.0
794,Laboral,Conflictos con entidades administrativas.,True,2025-05-23 07:13:22,310.0
795,Civil,Conflictos relacionados con el trabajo y empleos.,True,2025-06-22 09:39:38,912.0
796,Civil,Asuntos penales y delitos.,True,2026-02-20 07:38:37,673.0
797,Familiar,Disputas entre consumidores y proveedores.,True,2025-08-14 20:56:07,641.0
798,Consumidor,Asuntos penales y delitos.,False,2025-07-19 14:08:43,932.0
799,Ambiental,Problemas en transacciones comerciales.,True,2026-01-22 22:27:25,555.0
800,Comercial,Litigios civiles generales.,True,2025-05-20 19:38:29,932.0
801,Consumidor,Problemas en transacciones comerciales.,True,2025-06-06 23:37:52,326.0
802,Familiar,Problemas en transacciones comerciales.,False,2025-11-27 13:50:01,784.0
803,Consumidor,Disputas entre consumidores y proveedores.,False,2025-12-04 03:48:03,842.0
804,Comercial,Asuntos penales y delitos.,False,2026-03-15 14:25:01,781.0
805,Penal,Asuntos penales y delitos.,False,2026-01-09 21:34:40,82.0
806,Comercial,Problemas ambientales y ecológicos.,False,2025-05-08 22:12:51,873.0
807,Ambiental,Problemas ambientales y ecológicos.,False,2026-02-27 13:23:48,34.0
808,Laboral,Litigios civiles generales.,True,2025-10-09 10:48:20,208.0
809,Familiar,Problemas en transacciones comerciales.,False,2025-09-25 23:04:18,333.0
810,Penal,Disputas entre consumidores y proveedores.,False,2025-10-13 16:57:15,845.0
811,Administrativo,Disputas entre consumidores y proveedores.,True,2025-06-28 18:59:24,550.0
812,Familiar,Problemas ambientales y ecológicos.,False,2025-09-17 16:39:47,532.0
813,Laboral,Disputas entre consumidores y proveedores.,False,2025-08-16 22:32:50,299.0
814,Consumidor,Litigios civiles generales.,True,2025-12-13 04:25:35,302.0
815,Comercial,Problemas ambientales y ecológicos.,True,2025-06-12 04:30:16,513.0
816,Comercial,Problemas en transacciones comerciales.,True,2025-10-19 05:15:34,26.0
817,Ambiental,Asuntos penales y delitos.,True,2025-09-18 16:19:42,709.0
818,Familiar,Disputas entre miembros de la familia.,True,2026-03-10 20:07:22,372.0
819,Consumidor,Problemas en transacciones comerciales.,True,2025-10-27 01:12:00,787.0
820,Administrativo,Problemas en transacciones comerciales.,True,2026-02-14 14:24:13,730.0
821,Consumidor,Litigios civiles generales.,True,2025-11-30 18:46:34,296.0
822,Familiar,Problemas en transacciones comerciales.,True,2026-01-25 17:56:14,260.0
823,Ambiental,Problemas ambientales y ecológicos.,False,2025-08-26 00:45:02,623.0
824,Penal,Asuntos penales y delitos.,False,2025-07-10 21:05:33,420.0
825,Familiar,Conflictos relacionados con el trabajo y empleos.,True,2026-01-03 01:18:23,644.0
826,Laboral,Problemas en transacciones comerciales.,True,2026-02-22 16:54:40,38.0
827,Laboral,Litigios civiles generales.,True,2025-11-20 16:32:56,427.0
828,Comercial,Litigios civiles generales.,True,2025-06-29 20:51:18,610.0
829,Ambiental,Conflictos con entidades administrativas.,False,2026-04-20 15:46:43,331.0
830,Consumidor,Disputas entre miembros de la familia.,True,2025-10-02 01:31:44,483.0
831,Familiar,Litigios civiles generales.,True,2025-11-21 02:09:29,215.0
832,Laboral,Disputas entre miembros de la familia.,False,2025-07-19 18:55:29,90.0
833,Civil,Disputas entre consumidores y proveedores.,False,2025-07-01 08:19:29,589.0
834,Comercial,Problemas ambientales y ecológicos.,True,2025-08-14 18:55:31,505.0
835,Penal,Litigios civiles generales.,True,2026-01-29 18:29:01,477.0
836,Penal,Disputas entre consumidores y proveedores.,True,2025-10-09 17:14:40,574.0
837,Laboral,Asuntos penales y delitos.,False,2025-05-20 09:19:12,70.0
838,Civil,Conflictos con entidades administrativas.,False,2026-05-05 14:52:41,350.0
839,Laboral,Problemas en transacciones comerciales.,False,2026-01-29 07:42:41,945.0
840,Ambiental,Conflictos relacionados con el trabajo y empleos.,False,2025-06-12 14:05:53,643.0
841,Administrativo,Problemas ambientales y ecológicos.,False,2025-10-08 19:32:09,534.0
842,Administrativo,Conflictos relacionados con el trabajo y empleos.,False,2026-01-21 23:52:41,819.0
843,Familiar,Problemas en transacciones comerciales.,True,2025-12-16 18:14:38,642.0
844,Consumidor,Problemas en transacciones comerciales.,False,2025-07-08 14:40:12,770.0
845,Administrativo,Conflictos relacionados con el trabajo y empleos.,True,2025-12-20 05:30:31,899.0
846,Administrativo,Problemas ambientales y ecológicos.,True,2025-12-05 12:02:43,180.0
847,Administrativo,Conflictos relacionados con el trabajo y empleos.,False,2026-01-25 16:07:30,26.0
848,Comercial,Asuntos penales y delitos.,False,2025-11-15 02:49:07,537.0
849,Administrativo,Problemas en transacciones comerciales.,True,2026-03-19 01:52:54,211.0
850,Ambiental,Disputas entre consumidores y proveedores.,True,2025-05-08 02:29:02,319.0
851,Familiar,Conflictos con entidades administrativas.,False,2025-09-11 17:29:29,785.0
852,Laboral,Litigios civiles generales.,False,2025-06-15 12:15:50,198.0
853,Civil,Conflictos con entidades administrativas.,True,2025-09-24 21:28:45,153.0
854,Civil,Disputas entre miembros de la familia.,True,2026-04-30 23:00:30,105.0
855,Administrativo,Conflictos con entidades administrativas.,True,2025-12-21 13:50:11,291.0
856,Comercial,Disputas entre miembros de la familia.,False,2025-11-29 22:38:41,554.0
857,Laboral,Problemas en transacciones comerciales.,True,2026-04-24 02:38:19,52.0
858,Consumidor,Conflictos relacionados con el trabajo y empleos.,False,2026-03-25 05:10:51,722.0
859,Administrativo,Litigios civiles generales.,True,2025-11-19 11:50:14,687.0
860,Ambiental,Problemas en transacciones comerciales.,False,2026-03-21 20:06:56,467.0
861,Ambiental,Problemas ambientales y ecológicos.,False,2026-01-10 11:26:07,918.0
862,Administrativo,Disputas entre consumidores y proveedores.,False,2026-02-03 19:37:20,339.0
863,Ambiental,Problemas ambientales y ecológicos.,False,2026-04-23 16:05:55,360.0
864,Ambiental,Problemas en transacciones comerciales.,True,2025-12-15 06:57:26,131.0
865,Consumidor,Disputas entre miembros de la familia.,False,2025-11-23 00:54:58,812.0
866,Ambiental,Disputas entre consumidores y proveedores.,True,2025-07-10 05:20:23,250.0
867,Ambiental,Disputas entre consumidores y proveedores.,False,2026-04-05 08:22:10,711.0
868,Consumidor,Conflictos con entidades administrativas.,True,2025-08-02 20:20:51,679.0
869,Ambiental,Disputas entre miembros de la familia.,True,2025-07-08 23:06:42,569.0
870,Ambiental,Problemas en transacciones comerciales.,False,2025-12-02 06:31:24,112.0
871,Administrativo,Problemas ambientales y ecológicos.,True,2025-06-11 21:32:57,223.0
872,Laboral,Problemas en transacciones comerciales.,False,2025-06-04 14:07:28,299.0
873,Ambiental,Asuntos penales y delitos.,False,2026-01-22 20:39:42,307.0
874,Consumidor,Conflictos con entidades administrativas.,False,2026-03-24 00:35:23,523.0
875,Comercial,Litigios civiles generales.,True,2026-04-07 06:38:27,992.0
876,Laboral,Conflictos con entidades administrativas.,False,2026-03-13 08:41:01,241.0
877,Consumidor,Conflictos con entidades administrativas.,True,2025-05-09 06:10:38,446.0
878,Comercial,Problemas ambientales y ecológicos.,False,2026-02-26 12:00:38,864.0
879,Consumidor,Problemas en transacciones comerciales.,True,2025-12-11 21:27:54,12.0
880,Laboral,Problemas en transacciones comerciales.,True,2025-08-31 21:08:54,87.0
881,Consumidor,Problemas ambientales y ecológicos.,True,2025-05-16 22:36:35,639.0
882,Ambiental,Disputas entre consumidores y proveedores.,True,2025-07-30 04:11:40,232.0
883,Consumidor,Conflictos relacionados con el trabajo y empleos.,False,2025-07-17 02:41:16,243.0
884,Consumidor,Conflictos con entidades administrativas.,False,2026-04-21 16:59:32,722.0
885,Familiar,Problemas ambientales y ecológicos.,False,2025-05-20 16:26:16,749.0
886,Ambiental,Disputas entre miembros de la familia.,True,2025-08-13 23:30:47,484.0
887,Civil,Conflictos relacionados con el trabajo y empleos.,False,2025-11-14 00:47:02,481.0
888,Ambiental,Conflictos con entidades administrativas.,True,2025-10-05 06:44:44,297.0
889,Laboral,Litigios civiles generales.,True,2025-07-24 10:32:22,485.0
890,Laboral,Litigios civiles generales.,True,2025-06-23 18:17:31,85.0
891,Familiar,Litigios civiles generales.,False,2025-12-30 13:56:45,282.0
892,Laboral,Disputas entre miembros de la familia.,True,2025-07-03 12:37:25,757.0
893,Ambiental,Conflictos con entidades administrativas.,False,2026-02-08 09:45:18,242.0
894,Comercial,Conflictos relacionados con el trabajo y empleos.,True,2025-11-14 16:26:24,957.0
895,Ambiental,Disputas entre consumidores y proveedores.,True,2025-10-24 10:53:34,744.0
896,Penal,Conflictos con entidades administrativas.,True,2026-04-10 22:19:14,840.0
897,Laboral,Problemas en transacciones comerciales.,True,2025-09-13 06:05:43,488.0
898,Consumidor,Disputas entre consumidores y proveedores.,False,2025-09-08 10:26:29,892.0
899,Laboral,Litigios civiles generales.,True,2025-09-21 05:52:42,985.0
900,Familiar,Conflictos con entidades administrativas.,False,2025-09-28 22:37:21,879.0
901,Administrativo,Litigios civiles generales.,False,2025-12-23 15:19:21,599.0
902,Ambiental,Asuntos penales y delitos.,False,2025-05-28 23:46:50,533.0
903,Comercial,Conflictos con entidades administrativas.,True,2025-08-01 17:53:02,852.0
904,Laboral,Disputas entre consumidores y proveedores.,False,2026-03-19 02:29:19,457.0
905,Penal,Litigios civiles generales.,True,2025-12-31 12:34:01,635.0
906,Laboral,Asuntos penales y delitos.,True,2025-07-05 22:28:17,981.0
907,Familiar,Problemas en transacciones comerciales.,True,2025-10-27 20:47:05,664.0
908,Familiar,Problemas en transacciones comerciales.,True,2025-12-30 09:06:20,959.0
909,Ambiental,Litigios civiles generales.,False,2025-10-01 19:38:20,789.0
910,Civil,Problemas en transacciones comerciales.,False,2026-04-01 09:46:59,392.0
911,Administrativo,Conflictos relacionados con el trabajo y empleos.,False,2025-12-27 10:24:34,72.0
912,Penal,Disputas entre consumidores y proveedores.,False,2026-02-05 22:04:56,148.0
913,Penal,Disputas entre miembros de la familia.,True,2025-09-23 20:19:56,36.0
914,Familiar,Litigios civiles generales.,True,2025-09-22 17:38:31,153.0
915,Laboral,Disputas entre consumidores y proveedores.,False,2025-12-23 13:51:41,927.0
916,Laboral,Problemas ambientales y ecológicos.,True,2025-09-06 05:10:08,746.0
917,Penal,Conflictos relacionados con el trabajo y empleos.,True,2025-10-23 19:43:13,494.0
918,Administrativo,Conflictos con entidades administrativas.,True,2025-05-24 09:10:59,648.0
919,Administrativo,Conflictos con entidades administrativas.,True,2026-03-28 03:47:13,297.0
920,Comercial,Conflictos relacionados con el trabajo y empleos.,False,2025-10-23 21:23:43,713.0
921,Familiar,Conflictos con entidades administrativas.,True,2025-09-01 15:39:22,449.0
922,Comercial,Conflictos relacionados con el trabajo y empleos.,False,2026-01-30 17:49:25,245.0
923,Consumidor,Disputas entre miembros de la familia.,False,2025-08-04 22:16:31,547.0
924,Laboral,Conflictos relacionados con el trabajo y empleos.,True,2025-11-16 17:14:12,739.0
925,Consumidor,Disputas entre miembros de la familia.,True,2026-01-19 21:53:29,470.0
926,Penal,Disputas entre miembros de la familia.,True,2026-04-19 19:26:31,670.0
927,Ambiental,Conflictos relacionados con el trabajo y empleos.,True,2026-01-03 19:54:54,15.0
928,Laboral,Litigios civiles generales.,True,2026-03-20 03:56:52,856.0
929,Familiar,Disputas entre miembros de la familia.,True,2025-08-26 22:44:23,226.0
930,Penal,Disputas entre consumidores y proveedores.,True,2025-11-16 18:52:37,333.0
931,Comercial,Conflictos con entidades administrativas.,True,2026-01-19 16:58:51,344.0
932,Familiar,Litigios civiles generales.,True,2026-02-25 05:25:18,379.0
933,Ambiental,Asuntos penales y delitos.,False,2025-07-15 17:27:56,811.0
934,Comercial,Conflictos relacionados con el trabajo y empleos.,True,2025-09-01 16:36:02,184.0
935,Civil,Disputas entre consumidores y proveedores.,True,2025-05-18 02:51:54,212.0
936,Civil,Problemas ambientales y ecológicos.,True,2025-10-10 11:24:23,709.0
937,Comercial,Problemas ambientales y ecológicos.,False,2025-06-29 15:55:10,802.0
938,Administrativo,Disputas entre consumidores y proveedores.,True,2026-05-06 01:20:50,121.0
939,Administrativo,Asuntos penales y delitos.,True,2025-09-12 21:53:49,284.0
940,Penal,Disputas entre miembros de la familia.,False,2026-02-20 20:41:04,486.0
941,Comercial,Problemas en transacciones comerciales.,False,2025-05-30 17:32:21,373.0
942,Penal,Disputas entre consumidores y proveedores.,False,2025-12-31 07:56:11,912.0
943,Laboral,Disputas entre miembros de la familia.,True,2026-04-12 01:24:52,805.0
944,Ambiental,Disputas entre miembros de la familia.,False,2026-04-02 10:49:34,607.0
945,Consumidor,Asuntos penales y delitos.,False,2025-05-27 08:21:13,113.0
946,Penal,Disputas entre miembros de la familia.,False,2026-01-06 19:09:07,205.0
947,Penal,Disputas entre miembros de la familia.,False,2025-09-09 00:04:59,912.0
948,Comercial,Asuntos penales y delitos.,True,2025-06-30 04:24:38,383.0
949,Ambiental,Asuntos penales y delitos.,True,2025-06-19 07:18:50,344.0
950,Laboral,Conflictos relacionados con el trabajo y empleos.,False,2025-12-16 14:28:08,477.0
951,Consumidor,Problemas en transacciones comerciales.,True,2025-11-14 10:39:44,619.0
952,Comercial,Asuntos penales y delitos.,True,2026-03-25 04:41:29,501.0
953,Ambiental,Problemas ambientales y ecológicos.,True,2025-12-17 17:49:35,754.0
954,Penal,Conflictos con entidades administrativas.,True,2025-09-28 00:21:05,950.0
955,Laboral,Disputas entre consumidores y proveedores.,True,2026-04-16 17:05:16,788.0
956,Consumidor,Disputas entre consumidores y proveedores.,False,2025-09-04 19:43:56,464.0
957,Penal,Disputas entre miembros de la familia.,True,2025-07-27 17:51:16,417.0
958,Comercial,Conflictos con entidades administrativas.,False,2025-12-08 10:54:57,17.0
959,Civil,Problemas en transacciones comerciales.,True,2025-05-13 03:41:26,766.0
960,Ambiental,Problemas ambientales y ecológicos.,False,2026-02-26 20:10:51,809.0
961,Ambiental,Conflictos relacionados con el trabajo y empleos.,False,2025-06-21 16:11:05,708.0
962,Laboral,Litigios civiles generales.,True,2025-10-02 09:51:23,556.0
963,Familiar,Conflictos con entidades administrativas.,True,2026-04-10 01:37:19,373.0
964,Familiar,Disputas entre consumidores y proveedores.,False,2025-11-02 03:57:00,375.0
965,Comercial,Disputas entre miembros de la familia.,False,2025-07-24 19:46:49,142.0
966,Penal,Disputas entre miembros de la familia.,True,2025-06-10 02:48:14,595.0
967,Penal,Conflictos con entidades administrativas.,False,2025-11-09 10:03:19,434.0
968,Laboral,Disputas entre miembros de la familia.,True,2025-10-30 07:07:31,514.0
969,Ambiental,Litigios civiles generales.,True,2025-09-18 23:12:11,690.0
970,Penal,Problemas ambientales y ecológicos.,False,2026-03-25 16:10:05,184.0
971,Familiar,Disputas entre miembros de la familia.,False,2026-02-13 10:28:18,152.0
972,Comercial,Asuntos penales y delitos.,True,2025-08-14 22:34:44,427.0
973,Ambiental,Conflictos con entidades administrativas.,False,2025-10-05 03:48:21,22.0
974,Penal,Disputas entre miembros de la familia.,False,2026-04-27 10:42:29,661.0
975,Consumidor,Conflictos con entidades administrativas.,False,2025-06-06 21:45:42,498.0
976,Ambiental,Litigios civiles generales.,True,2025-07-22 13:38:12,314.0
977,Civil,Asuntos penales y delitos.,True,2025-09-03 07:17:13,866.0
978,Comercial,Conflictos con entidades administrativas.,True,2025-12-14 04:25:23,947.0
979,Civil,Problemas en transacciones comerciales.,True,2026-02-07 19:51:05,683.0
980,Comercial,Asuntos penales y delitos.,False,2026-03-10 17:15:26,130.0
981,Civil,Conflictos con entidades administrativas.,False,2026-02-03 12:00:17,36.0
982,Administrativo,Problemas en transacciones comerciales.,False,2025-10-30 04:01:52,547.0
983,Familiar,Conflictos relacionados con el trabajo y empleos.,False,2025-10-13 02:46:53,971.0
984,Administrativo,Problemas en transacciones comerciales.,False,2026-05-05 19:01:30,340.0
985,Ambiental,Litigios civiles generales.,False,2025-07-18 21:26:11,579.0
986,Administrativo,Disputas entre miembros de la familia.,True,2025-09-05 17:27:19,565.0
987,Civil,Conflictos relacionados con el trabajo y empleos.,False,2025-10-14 22:42:48,457.0
988,Familiar,Conflictos con entidades administrativas.,True,2026-04-09 22:54:50,598.0
989,Civil,Asuntos penales y delitos.,True,2026-04-27 16:01:08,457.0
990,Consumidor,Asuntos penales y delitos.,True,2025-08-30 07:57:24,524.0
991,Administrativo,Disputas entre consumidores y proveedores.,False,2026-02-21 19:41:35,379.0
992,Administrativo,Conflictos relacionados con el trabajo y empleos.,True,2025-12-14 07:13:43,457.0
993,Penal,Problemas ambientales y ecológicos.,False,2025-10-08 04:17:52,826.0
994,Consumidor,Problemas en transacciones comerciales.,False,2025-07-11 23:30:53,213.0
995,Ambiental,Conflictos con entidades administrativas.,True,2026-04-04 23:47:38,91.0
996,Consumidor,Litigios civiles generales.,True,2025-10-08 13:00:33,728.0
997,Penal,Problemas en transacciones comerciales.,False,2025-10-25 09:00:31,44.0
998,Civil,Problemas ambientales y ecológicos.,True,2025-07-25 19:06:48,28.0
999,Comercial,Litigios civiles generales.,True,2025-12-05 21:42:22,484.0
1000,Civil,Disputas entre consumidores y proveedores.,True,2026-02-06 02:37:18,661.0
